Prefix,ISO,Desc,InternalRost,Rate
3348043,,france fixed - olo_1,0.00368,0.01104
3348044,,france fixed - olo_1,0.00368,0.01104
3348045,,france fixed - olo_1,0.00368,0.01104
3348046,,france fixed - olo_1,0.00368,0.01104
3348047,,france fixed - olo_1,0.00368,0.01104
3348048,,france fixed - olo_1,0.00368,0.01104
3348049,,france fixed - olo_2,0.00368,0.01104
334805,,france fixed - olo_2,0.00368,0.01104
3348070,,france fixed - olo_2,0.00368,0.01104
3348071,,france fixed - olo_2,0.00368,0.01104
3348076,,france fixed - olo_2,0.00368,0.01104
3348077,,france fixed - olo_2,0.00368,0.01104
3348078,,france fixed - olo_2,0.00368,0.01104
3348079,,france fixed - olo_1,0.00368,0.01104
3348080,,france fixed - olo_1,0.00368,0.01104
3348081,,france fixed - olo_1,0.00368,0.01104
3348083,,france fixed - olo_2,0.00368,0.01104
3348084,,france fixed - olo_2,0.00368,0.01104
3348085,,france fixed - olo_2,0.00368,0.01104
3348086,,france fixed - olo_2,0.00368,0.01104
3348087,,france fixed - olo_2,0.00368,0.01104
3348088,,france fixed - olo_2,0.00368,0.01104
3348089,,france fixed - olo_2,0.00368,0.01104
3348090,,france fixed - olo_2,0.00368,0.01104
3348092,,france fixed - olo_1,0.00368,0.01104
3348093,,france fixed - olo_1,0.00368,0.01104
3348094,,france fixed - olo_1,0.00368,0.01104
3348095,,france fixed - olo_1,0.00368,0.01104
3348096,,france fixed - olo_1,0.00368,0.01104
3348097,,france fixed - olo_1,0.00368,0.01104
3348098,,france fixed - olo_1,0.00368,0.01104
3348099,,france fixed - olo_1,0.00368,0.01104
3348100,,france fixed - olo_1,0.00368,0.01104
3348101,,france fixed - olo_1,0.00368,0.01104
3348102,,france fixed - olo_1,0.00368,0.01104
3348103,,france fixed - olo_1,0.00368,0.01104
3348104,,france fixed - olo_1,0.00368,0.01104
3348105,,france fixed - olo_1,0.00368,0.01104
3348106,,france fixed - olo_1,0.00368,0.01104
3348107,,france fixed - olo_2,0.00368,0.01104
3348108,,france fixed - olo_2,0.00368,0.01104
3348109,,france fixed - olo_1,0.00368,0.01104
334811,,france fixed - olo_1,0.00368,0.01104
334812,,france fixed - olo_1,0.00368,0.01104
3348130,,france fixed - olo_2,0.00368,0.01104
3348131,,france fixed - olo_2,0.00368,0.01104
3348132,,france fixed - olo_1,0.00368,0.01104
3348133,,france fixed - olo_2,0.00368,0.01104
3348134,,france fixed - olo_2,0.00368,0.01104
3348135,,france fixed - olo_1,0.00368,0.01104
3348136,,france fixed - olo_2,0.00368,0.01104
3348137,,france fixed - olo_1,0.00368,0.01104
3348138,,france fixed - olo_1,0.00368,0.01104
3348139,,france fixed - olo_2,0.00368,0.01104
3348140,,france fixed - olo_1,0.00368,0.01104
3348141,,france fixed - olo_1,0.00368,0.01104
3348142,,france fixed - olo_1,0.00368,0.01104
3348143,,france fixed - olo_1,0.00368,0.01104
3348144,,france fixed - olo_1,0.00368,0.01104
3348145,,france fixed - olo_1,0.00368,0.01104
3348146,,france fixed - olo_1,0.00368,0.01104
3348147,,france fixed - olo_2,0.00368,0.01104
3348148,,france fixed - olo_2,0.00368,0.01104
334815,,france fixed - olo_1,0.00368,0.01104
3348160,,france fixed - olo_1,0.00368,0.01104
3348161,,france fixed - olo_1,0.00368,0.01104
3348162,,france fixed - olo_1,0.00368,0.01104
3348163,,france fixed - olo_1,0.00368,0.01104
3348164,,france fixed - olo_1,0.00368,0.01104
3348165,,france fixed - olo_1,0.00368,0.01104
3348166,,france fixed - olo_1,0.00368,0.01104
3348167,,france fixed - olo_2,0.00368,0.01104
3348168,,france fixed - olo_1,0.00368,0.01104
3348169,,france fixed - olo_1,0.00368,0.01104
3348170,,france fixed - olo_1,0.00368,0.01104
3348171,,france fixed - olo_2,0.00368,0.01104
3348172,,france fixed - olo_2,0.00368,0.01104
3348173,,france fixed - olo_2,0.00368,0.01104
3348174,,france fixed - olo_2,0.00368,0.01104
3348175,,france fixed - olo_2,0.00368,0.01104
3348176,,france fixed - olo_2,0.00368,0.01104
3348177,,france fixed - olo_2,0.00368,0.01104
3348178,,france fixed - olo_2,0.00368,0.01104
3348179,,france fixed - olo_2,0.00368,0.01104
3348180,,france fixed - olo_1,0.00368,0.01104
3348181,,france fixed - olo_2,0.00368,0.01104
3348182,,france fixed - olo_2,0.00368,0.01104
3348183,,france fixed - olo_2,0.00368,0.01104
3348184,,france fixed - olo_2,0.00368,0.01104
3348185,,france fixed - olo_2,0.00368,0.01104
3348186,,france fixed - olo_2,0.00368,0.01104
3348187,,france fixed - olo_2,0.00368,0.01104
3348188,,france fixed - olo_1,0.00368,0.01104
3348189,,france fixed - olo_2,0.00368,0.01104
3348190,,france fixed - olo_1,0.00368,0.01104
3348191,,france fixed - olo_1,0.00368,0.01104
3348192,,france fixed - olo_2,0.00368,0.01104
3348193,,france fixed - olo_2,0.00368,0.01104
3348194,,france fixed - olo_2,0.00368,0.01104
3348195,,france fixed - olo_2,0.00368,0.01104
3348196,,france fixed - olo_2,0.00368,0.01104
3348197,,france fixed - olo_2,0.00368,0.01104
3348198,,france fixed - olo_2,0.00368,0.01104
3348199,,france fixed - olo_1,0.00368,0.01104
3348200,,france fixed - olo_2,0.00368,0.01104
3348201,,france fixed - olo_2,0.00368,0.01104
3348202,,france fixed - olo_2,0.00368,0.01104
3348203,,france fixed - olo_2,0.00368,0.01104
3348204,,france fixed - olo_2,0.00368,0.01104
3348205,,france fixed - olo_2,0.00368,0.01104
3348206,,france fixed - olo_2,0.00368,0.01104
3348228,,france fixed - olo_1,0.00368,0.01104
3348229,,france fixed - olo_1,0.00368,0.01104
3348230,,france fixed - olo_1,0.00368,0.01104
3348231,,france fixed - olo_1,0.00368,0.01104
3348232,,france fixed - olo_1,0.00368,0.01104
3348233,,france fixed - olo_2,0.00368,0.01104
3348234,,france fixed - olo_2,0.00368,0.01104
3348235,,france fixed - olo_2,0.00368,0.01104
3348236,,france fixed - olo_2,0.00368,0.01104
3348237,,france fixed - olo_2,0.00368,0.01104
3348238,,france fixed - olo_2,0.00368,0.01104
3348239,,france fixed - olo_2,0.00368,0.01104
334824,,france fixed - olo_2,0.00368,0.01104
3348250,,france fixed - olo_2,0.00368,0.01104
3348251,,france fixed - olo_2,0.00368,0.01104
3348252,,france fixed - olo_2,0.00368,0.01104
3348253,,france fixed - olo_1,0.00368,0.01104
3348254,,france fixed - olo_1,0.00368,0.01104
3348255,,france fixed - olo_1,0.00368,0.01104
3348256,,france fixed - olo_1,0.00368,0.01104
3348257,,france fixed - olo_1,0.00368,0.01104
3348258,,france fixed - olo_1,0.00368,0.01104
3348259,,france fixed - olo_1,0.00368,0.01104
334826,,france fixed - olo_1,0.00368,0.01104
3348270,,france fixed - olo_1,0.00368,0.01104
3348271,,france fixed - olo_1,0.00368,0.01104
3348272,,france fixed - olo_1,0.00368,0.01104
3348273,,france fixed - olo_1,0.00368,0.01104
3348274,,france fixed - olo_1,0.00368,0.01104
3348275,,france fixed - olo_1,0.00368,0.01104
3348276,,france fixed - olo_2,0.00368,0.01104
3348277,,france fixed - olo_1,0.00368,0.01104
3348278,,france fixed - olo_1,0.00368,0.01104
3348279,,france fixed - olo_1,0.00368,0.01104
3348280,,france fixed - olo_1,0.00368,0.01104
3348281,,france fixed - olo_1,0.00368,0.01104
3348282,,france fixed - olo_1,0.00368,0.01104
3348283,,france fixed - olo_1,0.00368,0.01104
3348284,,france fixed - olo_1,0.00368,0.01104
3348285,,france fixed - olo_1,0.00368,0.01104
3348286,,france fixed - olo_1,0.00368,0.01104
3348287,,france fixed - olo_1,0.00368,0.01104
3348288,,france fixed - olo_2,0.00368,0.01104
3348289,,france fixed - olo_1,0.00368,0.01104
3348290,,france fixed - olo_1,0.00368,0.01104
3348291,,france fixed - olo_1,0.00368,0.01104
3348292,,france fixed - olo_1,0.00368,0.01104
3348293,,france fixed - olo_1,0.00368,0.01104
3348294,,france fixed - olo_1,0.00368,0.01104
3348295,,france fixed - olo_1,0.00368,0.01104
3348296,,france fixed - olo_1,0.00368,0.01104
3348297,,france fixed - olo_1,0.00368,0.01104
3348298,,france fixed - olo_1,0.00368,0.01104
3348299,,france fixed - olo_2,0.00368,0.01104
3348300,,france fixed - olo_2,0.00368,0.01104
3348301,,france fixed - olo_1,0.00368,0.01104
3348302,,france fixed - olo_1,0.00368,0.01104
3348303,,france fixed - olo_1,0.00368,0.01104
3348304,,france fixed - olo_1,0.00368,0.01104
3348305,,france fixed - olo_1,0.00368,0.01104
3348306,,france fixed - olo_2,0.00368,0.01104
3348307,,france fixed - olo_1,0.00368,0.01104
3348308,,france fixed - olo_1,0.00368,0.01104
3348309,,france fixed - olo_1,0.00368,0.01104
3348310,,france fixed - olo_1,0.00368,0.01104
3348311,,france fixed - olo_1,0.00368,0.01104
3348312,,france fixed - olo_1,0.00368,0.01104
3348313,,france fixed - olo_2,0.00368,0.01104
3348314,,france fixed - olo_1,0.00368,0.01104
3348315,,france fixed - olo_1,0.00368,0.01104
3348316,,france fixed - olo_1,0.00368,0.01104
3348317,,france fixed - olo_2,0.00368,0.01104
3348318,,france fixed - olo_2,0.00368,0.01104
3348319,,france fixed - olo_2,0.00368,0.01104
3348320,,france fixed - olo_1,0.00368,0.01104
3348321,,france fixed - olo_1,0.00368,0.01104
3348322,,france fixed - olo_2,0.00368,0.01104
3348323,,france fixed - olo_2,0.00368,0.01104
3348324,,france fixed - olo_2,0.00368,0.01104
3348325,,france fixed - olo_2,0.00368,0.01104
3348326,,france fixed - olo_1,0.00368,0.01104
3348327,,france fixed - olo_1,0.00368,0.01104
3348328,,france fixed - olo_1,0.00368,0.01104
3348329,,france fixed - olo_1,0.00368,0.01104
3348330,,france fixed - olo_2,0.00368,0.01104
3348331,,france fixed - olo_1,0.00368,0.01104
3348332,,france fixed - olo_1,0.00368,0.01104
3348333,,france fixed - olo_1,0.00368,0.01104
3348334,,france fixed - olo_1,0.00368,0.01104
3348335,,france fixed - olo_1,0.00368,0.01104
3348336,,france fixed - olo_1,0.00368,0.01104
3348337,,france fixed - olo_2,0.00368,0.01104
3348338,,france fixed - olo_1,0.00368,0.01104
3348339,,france fixed - olo_1,0.00368,0.01104
3348340,,france fixed - olo_1,0.00368,0.01104
3348341,,france fixed - olo_1,0.00368,0.01104
3348342,,france fixed - olo_1,0.00368,0.01104
3348343,,france fixed - olo_1,0.00368,0.01104
3348344,,france fixed - olo_2,0.00368,0.01104
3348345,,france fixed - olo_2,0.00368,0.01104
3348346,,france fixed - olo_1,0.00368,0.01104
3348347,,france fixed - olo_1,0.00368,0.01104
3348348,,france fixed - olo_1,0.00368,0.01104
3348349,,france fixed - olo_1,0.00368,0.01104
3348350,,france fixed - olo_2,0.00368,0.01104
3348351,,france fixed - olo_1,0.00368,0.01104
3348352,,france fixed - olo_1,0.00368,0.01104
3348353,,france fixed - olo_1,0.00368,0.01104
3348354,,france fixed - olo_2,0.00368,0.01104
3348355,,france fixed - olo_2,0.00368,0.01104
3348357,,france fixed - olo_1,0.00368,0.01104
3348358,,france fixed - olo_1,0.00368,0.01104
3348359,,france fixed - olo_2,0.00368,0.01104
3348360,,france fixed - olo_2,0.00368,0.01104
3348361,,france fixed - olo_2,0.00368,0.01104
3348362,,france fixed - olo_2,0.00368,0.01104
3348363,,france fixed - olo_2,0.00368,0.01104
3348364,,france fixed - olo_2,0.00368,0.01104
3348365,,france fixed - olo_1,0.00368,0.01104
3348366,,france fixed - olo_1,0.00368,0.01104
3348367,,france fixed - olo_1,0.00368,0.01104
3348368,,france fixed - olo_1,0.00368,0.01104
3348369,,france fixed - olo_1,0.00368,0.01104
3348370,,france fixed - olo_2,0.00368,0.01104
3348371,,france fixed - olo_2,0.00368,0.01104
3348372,,france fixed - olo_2,0.00368,0.01104
3348373,,france fixed - olo_1,0.00368,0.01104
3348374,,france fixed - olo_2,0.00368,0.01104
3348375,,france fixed - olo_1,0.00368,0.01104
3348376,,france fixed - olo_2,0.00368,0.01104
3348377,,france fixed - olo_2,0.00368,0.01104
3348378,,france fixed - olo_2,0.00368,0.01104
3348379,,france fixed - olo_2,0.00368,0.01104
3348380,,france fixed - olo_2,0.00368,0.01104
3348381,,france fixed - olo_1,0.00368,0.01104
3348382,,france fixed - olo_1,0.00368,0.01104
3348383,,france fixed - olo_1,0.00368,0.01104
3348384,,france fixed - olo_1,0.00368,0.01104
3348385,,france fixed - olo_1,0.00368,0.01104
3348386,,france fixed - olo_1,0.00368,0.01104
3348387,,france fixed - olo_1,0.00368,0.01104
3348388,,france fixed - olo_2,0.00368,0.01104
3348389,,france fixed - olo_2,0.00368,0.01104
3348390,,france fixed - olo_2,0.00368,0.01104
3348391,,france fixed - olo_2,0.00368,0.01104
3348392,,france fixed - olo_2,0.00368,0.01104
3348393,,france fixed - olo_1,0.00368,0.01104
3348394,,france fixed - olo_2,0.00368,0.01104
3348395,,france fixed - olo_2,0.00368,0.01104
3348396,,france fixed - olo_1,0.00368,0.01104
3348397,,france fixed - olo_1,0.00368,0.01104
3348398,,france fixed - olo_2,0.00368,0.01104
3348399,,france fixed - olo_1,0.00368,0.01104
3348413,,france fixed - olo_1,0.00368,0.01104
3348414,,france fixed - olo_1,0.00368,0.01104
3348415,,france fixed - olo_2,0.00368,0.01104
3348416,,france fixed - olo_2,0.00368,0.01104
3348417,,france fixed - olo_2,0.00368,0.01104
3348418,,france fixed - olo_2,0.00368,0.01104
3348419,,france fixed - olo_2,0.00368,0.01104
3348420,,france fixed - olo_2,0.00368,0.01104
3348421,,france fixed - olo_2,0.00368,0.01104
3348422,,france fixed - olo_2,0.00368,0.01104
3348423,,france fixed - olo_2,0.00368,0.01104
3348424,,france fixed - olo_2,0.00368,0.01104
3348425,,france fixed - olo_1,0.00368,0.01104
3348426,,france fixed - olo_1,0.00368,0.01104
3348427,,france fixed - olo_1,0.00368,0.01104
3348428,,france fixed - olo_1,0.00368,0.01104
3348429,,france fixed - olo_1,0.00368,0.01104
3348430,,france fixed - olo_1,0.00368,0.01104
3348431,,france fixed - olo_1,0.00368,0.01104
3348432,,france fixed - olo_1,0.00368,0.01104
3348433,,france fixed - olo_2,0.00368,0.01104
3348434,,france fixed - olo_1,0.00368,0.01104
3348435,,france fixed - olo_2,0.00368,0.01104
3348436,,france fixed - olo_1,0.00368,0.01104
3348437,,france fixed - olo_1,0.00368,0.01104
3348438,,france fixed - olo_1,0.00368,0.01104
3348439,,france fixed - olo_1,0.00368,0.01104
334844,,france fixed - olo_1,0.00368,0.01104
334845,,france fixed - olo_1,0.00368,0.01104
334846,,france fixed - olo_1,0.00368,0.01104
3348470,,france fixed - olo_1,0.00368,0.01104
3348471,,france fixed - olo_1,0.00368,0.01104
3348472,,france fixed - olo_1,0.00368,0.01104
3348473,,france fixed - olo_1,0.00368,0.01104
3348474,,france fixed - olo_1,0.00368,0.01104
3348475,,france fixed - olo_1,0.00368,0.01104
3348476,,france fixed - olo_2,0.00368,0.01104
3348477,,france fixed - olo_1,0.00368,0.01104
3348478,,france fixed - olo_1,0.00368,0.01104
3348479,,france fixed - olo_1,0.00368,0.01104
334848,,france fixed - olo_1,0.00368,0.01104
3348490,,france fixed - olo_1,0.00368,0.01104
3348491,,france fixed - olo_1,0.00368,0.01104
3348498,,france fixed - olo_1,0.00368,0.01104
3348499,,france fixed - olo_1,0.00368,0.01104
3348500,,france fixed - olo_2,0.00368,0.01104
3348501,,france fixed - olo_2,0.00368,0.01104
3348502,,france fixed - olo_2,0.00368,0.01104
3348503,,france fixed - olo_2,0.00368,0.01104
3348504,,france fixed - olo_2,0.00368,0.01104
3348505,,france fixed - olo_2,0.00368,0.01104
3348506,,france fixed - olo_1,0.00368,0.01104
3348507,,france fixed - olo_1,0.00368,0.01104
3348508,,france fixed - olo_1,0.00368,0.01104
3348509,,france fixed - olo_1,0.00368,0.01104
334851,,france fixed - olo_1,0.00368,0.01104
334852,,france fixed - olo_1,0.00368,0.01104
334853,,france fixed - olo_1,0.00368,0.01104
334854,,france fixed - olo_1,0.00368,0.01104
334855,,france fixed - olo_1,0.00368,0.01104
334856,,france fixed - olo_1,0.00368,0.01104
334857,,france fixed - olo_1,0.00368,0.01104
334858,,france fixed - olo_1,0.00368,0.01104
334859,,france fixed - olo_1,0.00368,0.01104
3348600,,france fixed - olo_1,0.00368,0.01104
3348601,,france fixed - olo_1,0.00368,0.01104
3348602,,france fixed - olo_1,0.00368,0.01104
3348603,,france fixed - olo_1,0.00368,0.01104
3348604,,france fixed - olo_1,0.00368,0.01104
3348605,,france fixed - olo_1,0.00368,0.01104
3348606,,france fixed - olo_1,0.00368,0.01104
3348607,,france fixed - olo_1,0.00368,0.01104
3348608,,france fixed - olo_1,0.00368,0.01104
3348609,,france fixed - olo_2,0.00368,0.01104
3348610,,france fixed - olo_2,0.00368,0.01104
3348611,,france fixed - olo_1,0.00368,0.01104
3348612,,france fixed - olo_2,0.00368,0.01104
3348613,,france fixed - olo_2,0.00368,0.01104
3348614,,france fixed - olo_2,0.00368,0.01104
3348615,,france fixed - olo_2,0.00368,0.01104
3348616,,france fixed - olo_1,0.00368,0.01104
3348617,,france fixed - olo_1,0.00368,0.01104
3348618,,france fixed - olo_1,0.00368,0.01104
3348619,,france fixed - olo_1,0.00368,0.01104
3348620,,france fixed - olo_2,0.00368,0.01104
3348621,,france fixed - olo_2,0.00368,0.01104
3348622,,france fixed - olo_1,0.00368,0.01104
3348623,,france fixed - olo_1,0.00368,0.01104
3348624,,france fixed - olo_1,0.00368,0.01104
3348625,,france fixed - olo_1,0.00368,0.01104
3348626,,france fixed - olo_1,0.00368,0.01104
3348627,,france fixed - olo_1,0.00368,0.01104
3348628,,france fixed - olo_1,0.00368,0.01104
3348629,,france fixed - olo_1,0.00368,0.01104
3348630,,france fixed - olo_2,0.00368,0.01104
3348631,,france fixed - olo_1,0.00368,0.01104
3348632,,france fixed - olo_1,0.00368,0.01104
3348633,,france fixed - olo_1,0.00368,0.01104
3348634,,france fixed - olo_1,0.00368,0.01104
3348635,,france fixed - olo_1,0.00368,0.01104
3348636,,france fixed - olo_1,0.00368,0.01104
3348637,,france fixed - olo_1,0.00368,0.01104
3348638,,france fixed - olo_1,0.00368,0.01104
3348639,,france fixed - olo_1,0.00368,0.01104
3348640,,france fixed - olo_2,0.00368,0.01104
3348641,,france fixed - olo_1,0.00368,0.01104
3348642,,france fixed - olo_1,0.00368,0.01104
3348643,,france fixed - olo_1,0.00368,0.01104
3348644,,france fixed - olo_1,0.00368,0.01104
3348645,,france fixed - olo_1,0.00368,0.01104
3348646,,france fixed - olo_1,0.00368,0.01104
3348647,,france fixed - olo_1,0.00368,0.01104
3348648,,france fixed - olo_1,0.00368,0.01104
3348649,,france fixed - olo_1,0.00368,0.01104
3348650,,france fixed - olo_2,0.00368,0.01104
3348651,,france fixed - olo_2,0.00368,0.01104
3348652,,france fixed - olo_2,0.00368,0.01104
3348653,,france fixed - olo_2,0.00368,0.01104
3348654,,france fixed - olo_2,0.00368,0.01104
3348655,,france fixed - olo_2,0.00368,0.01104
3348656,,france fixed - olo_1,0.00368,0.01104
3348657,,france fixed - olo_2,0.00368,0.01104
3348658,,france fixed - olo_2,0.00368,0.01104
3348659,,france fixed - olo_2,0.00368,0.01104
3348660,,france fixed - olo_2,0.00368,0.01104
3348661,,france fixed - olo_2,0.00368,0.01104
3348662,,france fixed - olo_1,0.00368,0.01104
3348663,,france fixed - olo_1,0.00368,0.01104
3348664,,france fixed - olo_1,0.00368,0.01104
3348665,,france fixed - olo_1,0.00368,0.01104
3348666,,france fixed - olo_1,0.00368,0.01104
3348667,,france fixed - olo_2,0.00368,0.01104
3348668,,france fixed - olo_1,0.00368,0.01104
3348669,,france fixed - olo_1,0.00368,0.01104
3348670,,france fixed - olo_2,0.00368,0.01104
3348671,,france fixed - olo_1,0.00368,0.01104
3348672,,france fixed - olo_1,0.00368,0.01104
3348673,,france fixed - olo_1,0.00368,0.01104
3348674,,france fixed - olo_1,0.00368,0.01104
3348675,,france fixed - olo_1,0.00368,0.01104
3348676,,france fixed - olo_2,0.00368,0.01104
3348677,,france fixed - olo_1,0.00368,0.01104
3348678,,france fixed - olo_1,0.00368,0.01104
3348679,,france fixed - olo_2,0.00368,0.01104
3348680,,france fixed - olo_1,0.00368,0.01104
3348681,,france fixed - olo_2,0.00368,0.01104
3348682,,france fixed - olo_2,0.00368,0.01104
3348683,,france fixed - olo_1,0.00368,0.01104
3348684,,france fixed - olo_1,0.00368,0.01104
3348685,,france fixed - olo_1,0.00368,0.01104
3348686,,france fixed - olo_1,0.00368,0.01104
3348687,,france fixed - olo_1,0.00368,0.01104
3348688,,france fixed - olo_1,0.00368,0.01104
3348689,,france fixed - olo_1,0.00368,0.01104
3348690,,france fixed - olo_1,0.00368,0.01104
3348691,,france fixed - olo_1,0.00368,0.01104
3348692,,france fixed - olo_2,0.00368,0.01104
3348693,,france fixed - olo_1,0.00368,0.01104
3348694,,france fixed - olo_1,0.00368,0.01104
3348695,,france fixed - olo_2,0.00368,0.01104
3348696,,france fixed - olo_2,0.00368,0.01104
3348697,,france fixed - olo_1,0.00368,0.01104
3348698,,france fixed - olo_1,0.00368,0.01104
3348699,,france fixed - olo_1,0.00368,0.01104
33487,,france fixed - olo_1,0.00368,0.01104
3348800,,france fixed - olo_1,0.00368,0.01104
3348801,,france fixed - olo_2,0.00368,0.01104
3348802,,france fixed - olo_1,0.00368,0.01104
3348803,,france fixed - olo_1,0.00368,0.01104
3348804,,france fixed - olo_1,0.00368,0.01104
3348805,,france fixed - olo_1,0.00368,0.01104
3348806,,france fixed - olo_1,0.00368,0.01104
3348807,,france fixed - olo_2,0.00368,0.01104
3348808,,france fixed - olo_1,0.00368,0.01104
3348809,,france fixed - olo_1,0.00368,0.01104
3348810,,france fixed - olo_1,0.00368,0.01104
3348811,,france fixed - olo_1,0.00368,0.01104
3348812,,france fixed - olo_1,0.00368,0.01104
3348813,,france fixed - olo_1,0.00368,0.01104
3348814,,france fixed - olo_1,0.00368,0.01104
3348815,,france fixed - olo_1,0.00368,0.01104
3348816,,france fixed - olo_1,0.00368,0.01104
3348817,,france fixed - olo_2,0.00368,0.01104
3348818,,france fixed - olo_1,0.00368,0.01104
3348819,,france fixed - olo_2,0.00368,0.01104
3348820,,france fixed - olo_1,0.00368,0.01104
3348821,,france fixed - olo_1,0.00368,0.01104
3348822,,france fixed - olo_1,0.00368,0.01104
3348823,,france fixed - olo_2,0.00368,0.01104
3348824,,france fixed - olo_1,0.00368,0.01104
3348825,,france fixed - olo_1,0.00368,0.01104
3348826,,france fixed - olo_1,0.00368,0.01104
3348827,,france fixed - olo_1,0.00368,0.01104
3348828,,france fixed - olo_1,0.00368,0.01104
3348829,,france fixed - olo_1,0.00368,0.01104
334883,,france fixed - olo_1,0.00368,0.01104
334884,,france fixed - olo_1,0.00368,0.01104
3348850,,france fixed - olo_2,0.00368,0.01104
3348851,,france fixed - olo_1,0.00368,0.01104
3348852,,france fixed - olo_1,0.00368,0.01104
3348853,,france fixed - olo_1,0.00368,0.01104
3348854,,france fixed - olo_1,0.00368,0.01104
3348855,,france fixed - olo_1,0.00368,0.01104
3348856,,france fixed - olo_2,0.00368,0.01104
3348857,,france fixed - olo_2,0.00368,0.01104
3348858,,france fixed - olo_1,0.00368,0.01104
3348859,,france fixed - olo_1,0.00368,0.01104
3348860,,france fixed - olo_1,0.00368,0.01104
3348861,,france fixed - olo_1,0.00368,0.01104
3348862,,france fixed - olo_1,0.00368,0.01104
3348863,,france fixed - olo_2,0.00368,0.01104
3348864,,france fixed - olo_1,0.00368,0.01104
3348865,,france fixed - olo_1,0.00368,0.01104
3348866,,france fixed - olo_2,0.00368,0.01104
3348867,,france fixed - olo_2,0.00368,0.01104
3348868,,france fixed - olo_2,0.00368,0.01104
3348869,,france fixed - olo_1,0.00368,0.01104
3348870,,france fixed - olo_1,0.00368,0.01104
3348871,,france fixed - olo_2,0.00368,0.01104
3348872,,france fixed - olo_2,0.00368,0.01104
3348873,,france fixed - olo_2,0.00368,0.01104
3348874,,france fixed - olo_1,0.00368,0.01104
3348875,,france fixed - olo_1,0.00368,0.01104
3348876,,france fixed - olo_1,0.00368,0.01104
3348877,,france fixed - olo_2,0.00368,0.01104
3348878,,france fixed - olo_2,0.00368,0.01104
3348879,,france fixed - olo_1,0.00368,0.01104
334888,,france fixed - olo_1,0.00368,0.01104
334889,,france fixed - olo_1,0.00368,0.01104
3348900,,france fixed - olo_1,0.00368,0.01104
3348901,,france fixed - olo_2,0.00368,0.01104
3348902,,france fixed - olo_1,0.00368,0.01104
3348903,,france fixed - olo_1,0.00368,0.01104
3348904,,france fixed - olo_2,0.00368,0.01104
3348905,,france fixed - olo_1,0.00368,0.01104
3348906,,france fixed - olo_2,0.00368,0.01104
3348907,,france fixed - olo_2,0.00368,0.01104
3348908,,france fixed - olo_1,0.00368,0.01104
3348909,,france fixed - olo_2,0.00368,0.01104
3348910,,france fixed - olo_1,0.00368,0.01104
3348911,,france fixed - olo_1,0.00368,0.01104
3348912,,france fixed - olo_1,0.00368,0.01104
3348913,,france fixed - olo_1,0.00368,0.01104
3348914,,france fixed - olo_1,0.00368,0.01104
3348915,,france fixed - olo_1,0.00368,0.01104
3348916,,france fixed - olo_1,0.00368,0.01104
3348917,,france fixed - olo_2,0.00368,0.01104
3348918,,france fixed - olo_1,0.00368,0.01104
3348919,,france fixed - olo_1,0.00368,0.01104
334892,,france fixed - olo_1,0.00368,0.01104
334893,,france fixed - olo_1,0.00368,0.01104
334894,,france fixed - olo_1,0.00368,0.01104
3348950,,france fixed - olo_1,0.00368,0.01104
3348951,,france fixed - olo_1,0.00368,0.01104
3348952,,france fixed - olo_1,0.00368,0.01104
3348953,,france fixed - olo_1,0.00368,0.01104
3348954,,france fixed - olo_1,0.00368,0.01104
3348955,,france fixed - olo_2,0.00368,0.01104
3348956,,france fixed - olo_1,0.00368,0.01104
3348957,,france fixed - olo_1,0.00368,0.01104
3348958,,france fixed - olo_1,0.00368,0.01104
3348959,,france fixed - olo_1,0.00368,0.01104
3348960,,france fixed - olo_2,0.00368,0.01104
3348961,,france fixed - olo_1,0.00368,0.01104
3348962,,france fixed - olo_2,0.00368,0.01104
3348963,,france fixed - olo_1,0.00368,0.01104
3348964,,france fixed - olo_1,0.00368,0.01104
3348965,,france fixed - olo_1,0.00368,0.01104
3348966,,france fixed - olo_1,0.00368,0.01104
3348967,,france fixed - olo_1,0.00368,0.01104
3348968,,france fixed - olo_1,0.00368,0.01104
3348969,,france fixed - olo_1,0.00368,0.01104
3348970,,france fixed - olo_2,0.00368,0.01104
3348971,,france fixed - olo_1,0.00368,0.01104
3348972,,france fixed - olo_1,0.00368,0.01104
3348973,,france fixed - olo_2,0.00368,0.01104
3348974,,france fixed - olo_1,0.00368,0.01104
3348975,,france fixed - olo_1,0.00368,0.01104
3348976,,france fixed - olo_1,0.00368,0.01104
3348977,,france fixed - olo_1,0.00368,0.01104
3348978,,france fixed - olo_1,0.00368,0.01104
3348979,,france fixed - olo_1,0.00368,0.01104
3348980,,france fixed - olo_2,0.00368,0.01104
3348981,,france fixed - olo_2,0.00368,0.01104
3348982,,france fixed - olo_1,0.00368,0.01104
3348983,,france fixed - olo_2,0.00368,0.01104
3348984,,france fixed - olo_1,0.00368,0.01104
3348985,,france fixed - olo_2,0.00368,0.01104
3348986,,france fixed - olo_2,0.00368,0.01104
3348987,,france fixed - olo_2,0.00368,0.01104
3348988,,france fixed - olo_2,0.00368,0.01104
3348989,,france fixed - olo_1,0.00368,0.01104
3348990,,france fixed - olo_1,0.00368,0.01104
3348991,,france fixed - olo_1,0.00368,0.01104
3348992,,france fixed - olo_2,0.00368,0.01104
3348993,,france fixed - olo_2,0.00368,0.01104
